edge_id,source,target,probability,degree_sum,is_local_bridge,spectral_score
399,108,1601,0.01798620996209156,37,False,3.253527768861809e-05
400,4,1,0.04742587317756678,695,False,0.018668021011111088
401,1601,23,0.01798620996209156,65,False,3.0258369962199707e-05
402,1601,108,0.01798620996209156,37,False,3.7630798260274854e-05
403,23,99,0.04742587317756678,95,False,0.0005979629233071686
404,99,23,0.04742587317756678,95,False,0.0006170275520188542
405,2440,7552,0.01798620996209156,14,True,3.6511016026326487e-06
406,23,1131,0.2689414213699951,64,False,3.488458313016808e-05
407,7552,2440,0.01798620996209156,14,True,3.6511016026326825e-06
408,23,84,0.01798620996209156,107,False,0.00042611396947777995
409,1078,23,0.01798620996209156,68,False,9.94617491985355e-05
410,840,4,0.01798620996209156,215,False,0.0012788788993464517
411,4,840,0.01798620996209156,215,False,0.0012541054516373477
412,23,1078,0.01798620996209156,68,False,0.00015454857643059015
413,84,148,0.01798620996209156,73,False,0.00036216370639060246
414,468,4,0.04742587317756678,216,False,0.0008386441053579689
415,4,468,0.04742587317756678,216,False,0.0008546184689357562
416,148,84,0.04742587317756678,73,False,0.00033410687625853863
417,466,654,0.01798620996209156,20,False,3.8717963428529875e-05
418,4,379,0.11920292202211755,221,False,0.0017562512755246206
419,606,1601,0.01798620996209156,5,True,3.0933653365358486e-06
420,466,23,0.01798620996209156,72,False,0.0001700034255647542
421,768,16,0.01798620996209156,128,False,0.0007970425201288984
422,1601,606,0.01798620996209156,5,True,3.063436254564199e-07
423,1,4,0.04742587317756678,695,False,0.019185707372405752
424,16,768,0.01798620996209156,128,False,0.0010923040435750506
425,654,466,0.01798620996209156,20,False,3.311557368340019e-05
426,4,7550,0.01798620996209156,227,False,0.0011492385337556607
427,23,2441,0.01798620996209156,62,True,-0.0
428,1401,23,0.11920292202211755,68,False,8.999163085834575e-05
429,23,1401,0.11920292202211755,68,False,0.00027022645798136863
430,606,419,0.01798620996209156,17,True,1.7992916816048498e-05
431,419,606,0.01798620996209156,17,True,1.629422604350944e-06
432,1401,4,0.11920292202211755,215,False,0.00047795003838871743
433,841,4,0.04742587317756678,215,True,0.0009792738630582225
434,468,7552,0.01798620996209156,20,False,5.0565049173318555e-05
435,23,153,0.11920292202211755,89,False,0.0005143920237409982
436,4,2442,0.01798620996209156,210,True,0.0003470361962508599
437,2442,4,0.01798620996209156,210,True,0.0003470361962508598
438,223,466,0.04742587317756678,29,False,0.00015251326069203286
439,466,223,0.04742587317756678,29,False,0.00014358743207963296
440,23,466,0.01798620996209156,72,False,0.0001910899419358724
441,4,419,0.04742587317756678,224,False,0.0008565939808013551
442,152,153,0.01798620996209156,59,False,0.00046136412519168647
443,4,249,0.01798620996209156,240,False,0.005057445221121859
444,562,4,0.5,214,False,0.0017996326708673278
445,4,841,0.11920292202211755,215,True,0.001026289314081085
446,16,1910,0.01798620996209156,118,True,0.00012573706410186195
447,710,23,0.04742587317756678,69,False,0.00039513927273841743
448,1910,16,0.01798620996209156,118,True,0.00015146978181474648
449,10,468,0.01798620996209156,173,False,0.0010570889440968795
450,44,152,0.01798620996209156,82,False,0.0014532474240159295
451,152,44,0.01798620996209156,82,False,0.0012145397539014698
452,249,4,0.04742587317756678,240,False,0.004246764320707124
453,468,10,0.01798620996209156,173,False,0.0010259614134016323
454,152,7552,0.01798620996209156,45,False,0.0001616688398600754
455,419,4,0.04742587317756678,224,False,0.0008547730012981071
456,234,1910,0.01798620996209156,11,True,2.573271771288536e-05
457,270,436,0.01798620996209156,13,False,7.570018073292282e-05
458,842,4,0.01798620996209156,215,False,0.0008466403685916235
459,842,148,0.01798620996209156,34,False,0.00013849833408521202
460,1911,23,0.04742587317756678,63,True,1.4449929894908672e-05
461,16,842,0.01798620996209156,123,False,0.0004970753038510636
462,23,1911,0.04742587317756678,63,True,1.4449929894908721e-05
463,842,153,0.01798620996209156,33,False,0.0001456764022136792
464,842,23,0.2689414213699951,68,False,0.00015941111287892665
465,842,99,0.01798620996209156,39,False,0.00016934377537786795
466,436,270,0.01798620996209156,13,False,7.286415549589615e-05
467,44,23,0.11920292202211755,112,False,0.001099887345082401
468,842,16,0.01798620996209156,123,False,0.0004942180097408389
469,23,842,0.2689414213699951,68,False,0.00017710245641839193
470,63,223,0.01798620996209156,55,False,0.0007951712969121446
471,223,63,0.01798620996209156,55,False,0.0007830914677310597
472,711,223,0.04742587317756678,23,False,0.0001422658385370115
473,4,842,0.01798620996209156,215,False,0.0008008538004522178
474,99,842,0.01798620996209156,39,False,0.00019413575522600623
475,223,711,0.01798620996209156,23,False,0.00013449138585097184
